id,Actual,Predicted
91318,0,0
62551,0,0
34243,0,0
497575,1,0
534025,0,0
42927,0,0
221740,0,0
249054,0,0
29180,0,0
215629,0,0
578402,0,0
318375,0,0
580632,0,0
510972,0,0
216064,0,0
454021,0,0
64847,0,0
586892,0,0
3910,0,0
209628,0,0
223155,0,0
222691,0,0
74743,0,0
470139,0,0
456785,0,0
373921,0,0
176393,0,0
345450,0,0
16899,0,0
487897,0,0
178824,0,0
180642,0,0
2754,0,0
189714,0,0
127247,0,0
253173,0,0
431569,0,0
248621,0,0
418157,0,0
410159,0,0
165701,0,0
86549,0,0
69312,0,0
350686,0,0
312608,0,0
499191,0,0
81600,0,0
555363,0,0
140179,0,0
481185,0,0
555835,1,0
548799,0,0
570605,0,0
507285,0,0
429922,0,0
253587,0,0
88287,0,0
169686,0,0
494468,0,0
559246,0,0
314050,0,0
26662,0,0
207249,0,0
28715,0,0
493478,0,0
430996,0,0
428880,0,0
256677,0,0
40905,0,0
225856,0,0
525438,0,0
241915,0,0
1249,0,0
203409,0,0
579748,0,0
100420,0,0
415764,0,0
131312,0,0
128869,0,0
116174,0,0
437012,0,0
263333,0,0
285066,0,0
427028,0,0
278982,0,0
73633,0,0
550683,0,0
183095,0,0
153518,0,0
479329,0,0
594047,0,0
230925,0,0
440862,0,0
183537,0,0
308732,0,0
558714,0,0
65825,0,0
495259,0,0
509914,0,0
53905,0,0
7986,0,0
99448,0,0
466790,0,0
492828,0,0
544646,0,0
509859,0,0
421218,0,0
48097,0,0
298428,0,0
516347,0,0
201190,0,0
559559,0,0
43042,0,0
437545,0,0
418546,0,0
494109,1,0
584507,0,0
119168,0,0
348831,0,0
135720,0,0
146023,0,0
21215,0,0
585827,0,0
93720,0,0
360400,0,0
267342,0,0
319934,0,0
192154,0,0
478477,1,0
583705,0,0
207663,0,0
276939,0,0
108198,0,0
237675,0,0
154614,0,0
405981,0,0
573799,0,0
224983,0,0
50870,0,0
103156,0,0
476040,0,0
516261,0,0
119087,0,0
216994,0,0
63679,0,0
363437,0,0
395583,0,0
531231,0,0
140261,0,0
182643,0,0
302882,0,0
194502,0,0
50739,0,0
534653,0,0
139296,0,0
27773,1,0
228276,0,0
370327,0,0
330395,0,0
252547,0,0
16611,0,0
212703,0,0
254004,0,0
18330,0,0
361815,0,0
242115,0,0
129645,0,0
223896,0,0
70915,0,0
267767,0,0
23900,0,0
169367,0,0
519185,0,0
304007,0,0
107943,0,0
192696,0,0
380969,0,0
573434,0,0
71078,0,0
567199,0,0
3630,0,0
555830,0,0
301607,0,0
293048,0,0
214981,0,0
503734,0,0
579734,1,0
369837,0,0
250337,0,0
115322,0,0
254929,0,0
242612,0,0
359952,0,0
235136,0,0
4241,0,0
486499,0,0
441486,0,0
120829,0,0
438602,0,0
497561,0,0
473307,0,0
418793,0,0
386411,0,0
186561,0,0
137665,0,0
430485,0,0
196783,0,0
344194,0,0
525861,0,0
65470,0,0
131857,0,0
26460,0,0
181153,0,0
247232,0,0
249150,0,0
406363,0,0
565950,0,0
506658,0,0
302336,0,0
263206,0,0
127932,0,0
477457,1,0
292160,0,0
109323,0,0
13110,0,0
542524,0,0
582796,0,0
184690,0,0
473368,0,0
31356,0,0
512947,0,0
202273,0,0
187681,0,0
146182,0,0
448208,0,0
385228,0,0
305328,0,0
119965,0,0
528784,0,0
548789,0,0
259353,0,0
395648,0,0
530956,0,0
209733,0,0
40463,0,0
324401,0,0
50962,0,0
109485,0,0
375598,0,0
428643,0,0
183551,0,0
340997,1,0
222385,0,0
20908,0,0
371025,0,0
218443,0,0
217417,0,0
479978,0,0
344602,0,0
286147,0,0
91818,0,0
590447,0,0
457776,0,0
66996,0,0
584539,0,0
378457,0,0
557099,1,0
412800,0,0
537931,0,0
418817,0,0
566571,0,0
589304,0,0
579365,0,0
172377,0,0
228754,0,0
118905,1,0
243948,0,0
196294,0,0
343699,0,0
143859,0,0
592473,0,0
443269,0,0
48350,0,0
175294,0,0
331778,0,0
388748,0,0
195473,0,0
439853,0,0
528092,0,0
340513,0,0
105341,0,0
272399,0,0
15658,0,0
301255,0,0
300163,0,0
48955,0,0
517322,0,0
380664,0,0
211286,0,0
506996,0,0
77609,0,0
279500,0,0
568601,0,0
3035,0,0
411341,0,0
280471,0,0
304167,0,0
3989,0,0
12518,0,0
333443,0,0
222451,0,0
192007,0,0
388120,0,0
135601,0,0
521419,0,0
182333,0,0
547159,0,0
505068,0,0
283227,0,0
216713,0,0
396251,0,0
372733,0,0
139482,0,0
136602,0,0
134183,0,0
169462,0,0
497147,0,0
38556,0,0
195015,0,0
531590,0,0
418441,0,0
369241,0,0
301189,0,0
567578,0,0
347240,0,0
93339,0,0
196500,0,0
561264,0,0
6607,0,0
36648,0,0
564791,1,0
357353,0,0
90871,0,0
333987,0,0
22678,0,0
500258,0,0
340905,0,0
516685,0,0
48633,0,0
56146,0,0
241247,0,0
89044,0,0
104227,0,0
126221,0,0
283217,0,0
420683,0,0
6691,0,0
432478,0,0
267822,0,0
460361,0,0
431293,0,0
239136,0,0
336926,0,0
48066,0,0
483112,0,0
1917,0,0
521204,0,0
275860,0,0
349064,0,0
389210,0,0
479301,0,0
496655,0,0
355099,1,0
43812,0,0
371364,0,0
439986,0,0
420984,0,0
46576,0,0
315117,0,0
55781,0,0
153927,0,0
20120,0,0
368842,0,0
331713,0,0
294370,0,0
153705,0,0
269219,0,0
474072,0,0
277687,0,0
212538,0,0
23333,0,0
589029,0,0
213027,0,0
541567,0,0
45483,0,0
64911,0,0
525795,0,0
239544,0,0
287910,0,0
443989,0,0
411955,0,0
42093,0,0
414955,0,0
349395,0,0
322039,0,0
539760,0,0
327179,0,0
129097,0,0
157633,0,0
560136,0,0
404157,1,0
514645,0,0
489584,0,0
124331,0,0
306659,0,0
382949,0,0
47069,0,0
334251,0,0
108874,0,0
422170,0,0
587759,0,0
572979,0,0
373489,0,0
146574,0,0
230600,0,0
123884,0,0
223668,0,0
382986,0,0
194843,0,0
192676,0,0
418248,0,0
219027,0,0
552964,0,0
585117,0,0
191114,0,0
376623,0,0
217747,0,0
156280,0,0
271204,0,0
507181,0,0
319939,0,0
265217,0,0
144702,0,0
446065,0,0
520960,0,0
536817,0,0
93226,0,0
291053,0,0
489172,0,0
28885,0,0
7282,0,0
176673,0,0
207267,0,0
43239,0,0
115970,0,0
19931,0,0
374225,0,0
439673,0,0
352303,0,0
333185,0,0
180515,0,0
252514,0,0
16932,0,0
31855,0,0
523715,0,0
576927,0,0
285863,0,0
588170,0,0
240937,0,0
592237,0,0
434999,0,0
99799,0,0
55215,0,0
449151,0,0
302075,0,0
478981,0,0
281524,0,0
312422,0,0
132761,0,0
275817,0,0
61120,0,0
131555,0,0
8194,0,0
154223,0,0
552792,0,0
82294,1,0
221368,0,0
381238,0,0
361125,0,0
243795,0,0
179166,0,0
517053,0,0
109869,0,0
277975,0,0
379047,0,0
524264,0,0
160725,0,0
548533,0,0
428437,0,0
94595,0,0
388368,0,0
71822,0,0
90639,0,0
239966,0,0
575024,0,0
497154,0,0
421270,0,0
138315,0,0
329476,0,0
418980,0,0
245702,0,0
271713,0,0
235901,0,0
279714,0,0
178454,0,0
424284,0,0
25569,0,0
200633,0,0
223001,0,0
387297,0,0
155575,0,0
481865,0,0
77297,0,0
199135,0,0
395789,0,0
180470,0,0
450875,0,0
290870,0,0
277095,0,0
434151,0,0
352934,0,0
505113,0,0
252981,0,0
224984,0,0
210781,0,0
348425,0,0
113401,0,0
439496,0,0
519710,0,0
273446,0,0
85649,0,0
310854,0,0
437992,0,0
245796,0,0
155308,0,0
583677,0,0
363980,0,0
321449,0,0
237086,0,0
137155,0,0
427044,0,0
390568,0,0
437778,0,0
519416,0,0
475428,0,0
161291,0,0
269214,0,0
335112,0,0
58108,0,0
425182,0,0
242046,0,0
49436,0,0
509562,0,0
132519,0,0
250541,0,0
566579,0,0
458263,0,0
132265,0,0
399121,0,0
336,0,0
546414,0,0
388530,0,0
565098,1,0
446121,1,0
150943,0,0
40332,0,0
368147,0,0
529683,0,0
260965,0,0
564616,0,0
1372,0,0
476026,0,0
505551,0,0
54524,0,0
430496,0,0
395064,0,0
537481,0,0
270307,0,0
342672,0,0
126279,1,0
235634,0,0
111717,0,0
299505,0,0
360395,0,0
66271,0,0
331787,0,0
130479,0,0
375358,0,0
256749,0,0
218960,0,0
190104,0,0
313324,0,0
539566,0,0
415221,0,0
456429,0,0
523944,0,0
44684,0,0
175645,0,0
491302,0,0
147295,0,0
73214,0,0
274848,0,0
337216,0,0
286566,0,0
190094,0,0
450442,0,0
401446,0,0
443010,0,0
63447,0,0
16923,0,0
388952,0,0
577154,0,0
18355,0,0
415369,0,0
492867,0,0
404781,0,0
487437,0,0
581065,0,0
65390,0,0
415076,0,0
137507,0,0
202620,0,0
573719,0,0
55017,0,0
74956,0,0
28202,0,0
319432,0,0
84666,0,0
27852,0,0
225455,0,0
209380,0,0
158358,0,0
347272,0,0
505010,0,0
479450,0,0
526379,0,0
35878,0,0
218086,0,0
80558,0,0
572371,0,0
225734,0,0
448243,0,0
80768,0,0
151221,0,0
220103,0,0
228771,0,0
135596,0,0
232119,0,0
134555,0,0
321274,0,0
30689,0,0
515310,0,0
345005,0,0
135831,0,0
28624,0,0
34154,0,0
289760,0,0
268078,1,0
153244,0,0
118744,0,0
352976,0,0
559789,0,0
266861,0,0
36624,0,0
359549,0,0
160936,0,0
504248,0,0
338111,0,0
60680,0,0
338988,0,0
522056,0,0
80353,0,0
367004,0,0
403192,0,0
382002,0,0
318673,0,0
436478,0,0
520392,0,0
363773,0,0
152776,0,0
560444,0,0
506811,0,0
344534,0,0
381608,0,0
58481,0,0
419628,0,0
400067,0,0
544408,0,0
491337,0,0
325863,0,0
511325,0,0
125566,0,0
425598,0,0
445328,0,0
166365,0,0
12663,0,0
363186,0,0
285995,0,0
199613,0,0
574318,0,0
25294,0,0
101252,0,0
578486,0,0
217773,0,0
502543,0,0
509506,0,0
77891,0,0
49575,0,0
397592,0,0
453095,0,0
371356,0,0
59421,0,0
578765,0,0
386561,0,0
225686,0,0
557574,0,0
546239,0,0
533294,0,0
350253,0,0
314192,0,0
562934,0,0
587122,0,0
424434,0,0
411025,0,0
184273,0,0
18378,0,0
143045,0,0
553463,0,0
398075,0,0
394886,0,0
14904,0,0
7521,0,0
469291,0,0
143292,0,0
161135,0,0
328877,0,0
516640,0,0
106447,0,0
75662,0,0
40681,0,0
107361,0,0
316965,0,0
507814,0,0
577691,0,0
43654,0,0
159141,0,0
151885,0,0
512621,0,0
488705,1,0
129034,0,0
326003,0,0
152897,0,0
304502,0,0
457477,0,0
482825,0,0
56654,0,0
115162,0,0
258005,0,0
336990,0,0
446664,0,0
309812,0,0
411986,0,0
411756,0,0
70928,0,0
216406,0,0
294997,0,0
337317,1,0
343546,0,0
211213,0,0
156827,0,0
562142,0,0
241782,0,0
468278,0,0
307261,0,0
345085,0,0
138018,0,0
557687,0,0
573137,0,0
316316,0,0
306681,0,0
69912,0,0
256530,0,0
114502,0,0
557676,0,0
264982,0,0
489236,0,0
32346,0,0
503520,0,0
178602,0,0
330873,0,0
344784,0,0
268089,0,0
186150,0,0
101070,0,0
406717,0,0
390669,0,0
529038,0,0
27067,0,0
55514,0,0
446498,0,0
390450,0,0
490420,0,0
116101,0,0
64888,0,0
437767,0,0
54189,0,0
267222,0,0
197193,0,0
376652,0,0
471175,1,0
429037,0,0
418850,0,0
471458,0,0
15873,0,0
577644,0,0
29136,0,0
185774,0,0
472326,0,0
190150,0,0
193433,0,0
402288,0,0
47922,0,0
586646,0,0
461730,0,0
586620,0,0
9920,0,0
494506,0,0
245508,0,0
208585,0,0
53606,0,0
57856,0,0
40920,0,0
551833,0,0
46886,0,0
332398,0,0
62280,0,0
184716,0,0
445626,0,0
90257,0,0
359303,0,0
497393,0,0
509196,0,0
445512,0,0
186469,0,0
10977,0,0
349176,0,0
513771,0,0
434338,0,0
594261,1,0
441376,0,0
192927,1,0
307591,0,0
213005,0,0
134096,0,0
543205,0,0
517389,0,0
120497,0,0
177482,0,0
568351,0,0
41149,0,0
211694,0,0
230448,0,0
545409,0,0
286769,0,0
306732,0,0
312365,0,0
305488,0,0
218881,0,0
11572,0,0
502351,0,0
219613,0,0
243445,0,0
28171,0,0
485457,0,0
322221,0,0
350314,0,0
590010,0,0
125185,0,0
461650,0,0
135981,0,0
224288,0,0
585737,0,0
402945,0,0
508371,0,0
185142,0,0
3864,0,0
136742,0,0
210057,0,0
190249,0,0
129802,0,0
493619,0,0
471146,0,0
371814,0,0
113658,0,0
107794,0,0
255820,0,0
588961,0,0
122958,0,0
422975,0,0
502583,0,0
295145,0,0
506485,0,0
219608,0,0
88778,0,0
451402,0,0
266243,0,0
302687,0,0
306050,0,0
378923,0,0
11734,0,0
272285,0,0
3078,0,0
47252,0,0
72943,0,0
268028,0,0
499476,0,0
284925,0,0
424040,0,0
6382,0,0
44462,0,0
82329,0,0
171847,1,0
321529,0,0
574000,0,0
202115,0,0
33303,0,0
471532,0,0
574007,0,0
130575,0,0
363897,0,0
420916,0,0
124799,0,0
367247,0,0
66252,0,0
492230,0,0
341997,0,0
425504,0,0
513281,0,0
148817,0,0
108698,0,0
511100,0,0
394385,0,0
180278,0,0
131218,0,0
53843,0,0
284054,0,0
305219,0,0
473241,0,0
285603,0,0
300055,0,0
172259,0,0
282831,0,0
529498,0,0
480007,0,0
477020,0,0
317467,0,0
122314,0,0
293077,0,0
270783,0,0
42981,0,0
380122,0,0
348651,0,0
103818,0,0
289356,0,0
460462,0,0
351820,0,0
112525,0,0
275397,0,0
196272,0,0
464417,0,0
316069,0,0
68509,0,0
537812,0,0
377469,0,0
278692,0,0
435972,0,0
304624,0,0
508709,0,0
413076,0,0
337977,0,0
17619,0,0
471452,0,0
476451,0,0
129079,0,0
366498,0,0
136728,0,0
25084,0,0
302955,0,0
214545,0,0
171927,0,0
19893,0,0
89798,0,0
96568,0,0
173623,0,0
406466,0,0
400608,0,0
23929,0,0
563240,0,0
257935,0,0
568404,1,0
105547,0,0
473171,0,0
341348,0,0
481682,0,0
334635,0,0
184032,0,0
297250,0,0
325499,0,0
256831,0,0
550252,0,0
307325,0,0
407283,0,0
54548,0,0
336670,0,0
381879,0,0
222249,0,0
122906,0,0
324992,0,0
37294,0,0
404758,0,0
72451,0,0
578179,0,0
121584,0,0
430678,0,0
441055,0,0
495205,0,0
22486,0,0
132070,0,0
277746,0,0
592449,0,0
506004,0,0
226600,0,0
556920,0,0
526138,0,0
521061,0,0
583878,0,0
137818,0,0
323052,0,0
444614,0,0
37887,0,0
339483,0,0
106453,1,0
65371,0,0
508187,0,0
316054,0,0
220679,0,0
365789,0,0
75207,0,0
357297,0,0
209751,0,0
441328,0,0
428440,0,0
363646,0,0
355245,0,0
231201,0,0
1247,0,0
482726,0,0
393823,0,0
354736,0,0
525709,0,0
572272,0,0
195609,0,0
76491,0,0
84341,0,0
509337,0,0
515489,0,0
349369,0,0
31355,0,0
402886,0,0
293695,0,0
469363,0,0
235514,0,0
281987,0,0
104749,0,0
186764,0,0
70306,0,0
543715,0,0
558832,0,0
439054,0,0
218402,0,0
188863,0,0
382668,0,0
248871,0,0
179705,0,0
74596,0,0
438332,0,0
513528,0,0
521590,0,0
299786,0,0
84080,0,0
281363,0,0
80687,0,0
594833,0,0
323847,1,0
480881,0,0
417267,0,0
450053,0,0
330102,0,0
88759,0,0
450359,0,0
593880,0,0
18785,1,0
463502,0,0
553100,0,0
341607,0,0
478188,0,0
345948,0,0
126657,0,0
118716,0,0
82441,0,0
410614,0,0
69407,0,0
375065,0,0
368427,0,0
359453,0,0
522592,0,0
26912,0,0
31496,0,0
459628,0,0
427881,0,0
22876,0,0
205776,0,0
214621,0,0
86086,0,0
14584,0,0
102199,0,0
513180,0,0
310389,0,0
489280,0,0
354977,0,0
34324,0,0
256004,0,0
348708,0,0
128425,0,0
375414,0,0
152299,0,0
42140,0,0
315508,0,0
300989,0,0
281275,0,0
134698,0,0
387919,0,0
102713,0,0
157889,0,0
534528,0,0
396960,0,0
94630,0,0
437107,0,0
478099,0,0
425823,0,0
593779,0,0
120874,0,0
526485,0,0
518320,0,0
126136,0,0
480991,0,0
273719,0,0
558182,0,0
154951,0,0
595429,0,0
43982,0,0
262334,0,0
382676,0,0
234264,0,0
267725,0,0
58569,0,0
423704,0,0
392971,0,0
80494,0,0
288335,0,0
522105,0,0
352061,0,0
175449,0,0
103501,0,0
550834,0,0
182585,0,0
275629,0,0
593613,0,0
82267,0,0
501653,0,0
133313,0,0
372571,0,0
301549,0,0
489460,0,0
65967,0,0
321946,0,0
435526,0,0
184258,0,0
422901,0,0
425202,0,0
161287,0,0
141813,0,0
107946,0,0
191187,0,0
183317,0,0
271099,0,0
304730,0,0
467992,0,0
492328,0,0
242488,0,0
389110,0,0
584329,0,0
359197,0,0
451475,0,0
439124,0,0
84893,0,0
457120,0,0
147722,0,0
156365,0,0
431253,0,0
506205,0,0
470465,0,0
491399,0,0
27612,0,0
244956,0,0
38915,0,0
149751,0,0
418966,0,0
138795,0,0
532945,0,0
124489,0,0
353829,0,0
23703,0,0
570927,0,0
462240,0,0
262617,0,0
168550,0,0
36625,0,0
405344,0,0
4987,0,0
181013,0,0
523316,0,0
223698,0,0
248037,0,0
11015,0,0
439038,0,0
50778,1,0
30373,0,0
134638,0,0
73662,0,0
245382,0,0
437750,0,0
379907,0,0
35379,0,0
589292,0,0
268475,0,0
50127,0,0
125877,0,0
216576,0,0
125754,0,0
32565,0,0
502317,0,0
174706,0,0
65906,0,0
556228,0,0
97223,0,0
585034,0,0
432193,1,0
379505,0,0
208864,0,0
461229,0,0
17615,0,0
500372,0,0
581991,0,0
108524,0,0
187616,0,0
179297,0,0
45287,0,0
386130,0,0
59992,0,0
132709,0,0
269394,0,0
295998,0,0
350160,0,0
460835,0,0
406871,0,0
253090,0,0
467312,0,0
243413,0,0
105827,0,0
408347,0,0
580938,0,0
453247,0,0
56511,0,0
73148,0,0
225542,0,0
230810,0,0
330608,0,0
38169,0,0
149056,0,0
499088,0,0
572330,0,0
512729,0,0
123840,0,0
472153,0,0
132953,0,0
456408,0,0
186528,0,0
111673,0,0
145335,0,0
442401,0,0
570387,0,0
402372,1,0
527562,1,0
29550,0,0
405652,0,0
177359,0,0
541981,0,0
153312,0,0
206962,0,0
156112,0,0
9489,0,0
567414,0,0
588493,0,0
287780,0,0
354285,0,0
529839,0,0
198515,1,0
10810,1,0
487508,0,0
409590,0,0
331886,0,0
324840,0,0
365923,0,0
110011,1,0
568911,0,0
256228,0,0
491902,0,0
324593,0,0
78477,0,0
284165,0,0
36345,0,0
469537,0,0
393007,0,0
63013,0,0
228998,0,0
214874,0,0
307410,0,0
292078,0,0
351423,1,0
342865,0,0
450391,0,0
79503,0,0
490903,0,0
378397,0,0
577386,0,0
590367,0,0
291646,0,0
182318,0,0
414269,0,0
33845,0,0
10351,0,0
583516,0,0
135145,0,0
252279,0,0
380815,0,0
545537,0,0
43015,0,0
174414,0,0
56125,0,0
79976,0,0
7162,0,0
587569,0,0
477262,0,0
441101,0,0
412396,1,0
551652,0,0
216303,0,0
22019,0,0
559879,1,0
201254,0,0
292376,0,0
293417,0,0
550208,0,0
464833,0,0
539681,0,0
114554,0,0
242574,0,0
567402,0,0
446009,0,0
268505,0,0
405534,0,0
72173,0,0
12243,0,0
312802,0,0
255924,0,0
416884,0,0
7594,0,0
370051,0,0
446479,0,0
274078,0,0
43473,0,0
409550,0,0
220284,0,0
20658,0,0
474702,0,0
361911,0,0
255403,0,0
367675,0,0
8589,0,0
269318,0,0
513620,0,0
374542,0,0
347880,0,0
305378,0,0
31513,0,0
347229,0,0
405096,0,0
418859,0,0
14739,0,0
111407,0,0
13204,0,0
538767,0,0
158074,0,0
498034,0,0
530528,0,0
317674,0,0
477275,0,0
541462,0,0
42421,0,0
118433,0,0
436716,0,0
589825,0,0
399749,0,0
531509,0,0
136984,0,0
261001,0,0
474226,0,0
300283,0,0
236429,0,0
393479,0,0
534002,0,0
568267,0,0
566716,0,0
160571,0,0
411599,0,0
329044,0,0
303406,0,0
349528,0,0
371852,0,0
98517,0,0
244463,0,0
147017,0,0
42361,0,0
210407,0,0
574934,0,0
254726,0,0
468504,0,0
522961,0,0
315854,0,0
236225,0,0
423092,0,0
430684,0,0
501594,0,0
425140,0,0
568237,0,0
339986,0,0
281672,0,0
61371,0,0
11418,0,0
177763,1,0
217311,0,0
531121,0,0
63553,0,0
491862,0,0
216906,0,0
341780,0,0
3865,0,0
139804,0,0
334209,0,0
497338,0,0
559324,1,0
80957,0,0
266607,0,0
362387,0,0
416790,1,0
66314,0,0
481272,0,0
385569,0,0
382174,0,0
552252,0,0
54660,0,0
370682,0,0
350680,0,0
477135,0,0
10812,0,0
78603,0,0
550535,0,0
45353,0,0
451603,0,0
390569,0,0
353852,0,0
13686,0,0
1206,0,0
400430,0,0
440627,0,0
525164,0,0
287696,0,0
76130,0,0
251693,0,0
483578,0,0
319279,0,0
331175,0,0
562985,0,0
92919,0,0
269230,0,0
181163,0,0
93540,0,0
458519,0,0
105781,0,0
475260,0,0
403115,0,0
266206,0,0
392135,0,0
307378,0,0
390189,0,0
174870,1,0
128640,0,0
179869,0,0
325033,0,0
217966,0,0
128992,0,0
230738,0,0
127179,0,0
99423,0,0
103402,0,0
239258,0,0
139526,0,0
542172,0,0
167856,0,0
159576,0,0
129598,0,0
423300,0,0
48431,0,0
582657,0,0
282569,0,0
228954,0,0
293558,0,0
453864,0,0
138391,0,0
20151,0,0
34812,0,0
137779,0,0
200359,0,0
435065,0,0
336113,0,0
498190,0,0
69954,0,0
316697,0,0
71415,0,0
367652,0,0
203877,0,0
351635,0,0
398193,0,0
64338,0,0
276799,0,0
310072,0,0
433867,0,0
425641,0,0
202972,0,0
228823,0,0
179246,0,0
191283,0,0
126016,0,0
95700,0,0
392127,0,0
418947,0,0
387536,0,0
530516,0,0
311553,0,0
47003,0,0
390496,0,0
543002,0,0
65704,0,0
70196,0,0
483370,0,0
16589,0,0
229794,0,0
317612,0,0
365222,0,0
88398,0,0
156061,0,0
184128,0,0
512249,1,0
453528,0,0
77147,0,0
131483,0,0
404444,0,0
309797,0,0
427951,0,0
113130,0,0
452623,0,0
514063,0,0
587980,0,0
488798,0,0
588845,0,0
276873,0,0
321800,0,0
326379,0,0
117478,0,0
156301,0,0
152668,0,0
184399,0,0
341145,1,0
65335,0,0
91637,0,0
432182,0,0
474442,0,0
459769,0,0
76791,0,0
344510,0,0
290389,0,0
196939,0,0
467842,0,0
528156,0,0
70562,0,0
290296,0,0
575825,0,0
362883,1,0
212975,0,0
232971,0,0
557743,0,0
574111,0,0
525480,0,0
277938,0,0
195344,0,0
150377,0,0
213025,0,0
547388,0,0
136122,0,0
515593,0,0
497235,0,0
329830,0,0
516063,0,0
344145,1,0
311791,0,0
538404,0,0
217971,0,0
535991,0,0
572296,0,0
336950,0,0
455007,0,0
381359,0,0
316570,0,0
126239,0,0
12785,0,0
41325,0,0
442600,0,0
243206,0,0
565873,1,0
99844,0,0
235631,0,0
438792,0,0
138571,0,0
285643,0,0
371455,0,0
318834,0,0
89464,0,0
217491,0,0
323438,1,0
344343,0,0
562857,0,0
463946,0,0
226897,0,0
202141,0,0
486915,0,0
29468,0,0
207568,0,0
371401,0,0
370889,0,0
217516,0,0
85350,0,0
239035,0,0
523854,0,0
447113,0,0
386559,0,0
120868,0,0
509051,0,0
269286,0,0
362115,1,0
494485,0,0
351802,0,0
359296,0,0
83189,0,0
80745,0,0
70310,0,0
232048,0,0
589240,0,0
355153,0,0
166150,0,0
544340,0,0
559364,0,0
503993,0,0
263433,0,0
580162,0,0
145423,0,0
486052,0,0
490375,0,0
81701,0,0
211377,0,0
359104,0,0
182794,0,0
114697,1,0
347055,0,0
472432,0,0
153000,0,0
224752,0,0
533360,0,0
316112,0,0
385322,0,0
565642,0,0
523442,0,0
359968,0,0
331678,0,0
347173,0,0
124580,0,0
191930,0,0
337131,0,0
426641,0,0
306148,0,0
144575,0,0
278974,0,0
116474,0,0
287273,0,0
40875,0,0
236956,0,0
348830,0,0
24070,0,0
580177,0,0
72105,0,0
123920,0,0
315046,0,0
573260,0,0
458663,0,0
3146,0,0
